iter	Logloss
149	0.4299234244
150	0.4293022645
151	0.428699689
152	0.4276472238
153	0.4269549052
154	0.4262648362
155	0.4256836329
156	0.4248257172
157	0.424028739
158	0.42321122
159	0.4224935189
160	0.4217531253
161	0.4210566985
162	0.4204532428
163	0.4193426279
164	0.4186771588
165	0.4179355915
166	0.4171651204
167	0.4167461884
168	0.4157821949
169	0.4150819045
170	0.4141570849
171	0.4136712001
172	0.4131489778
173	0.4128139202
174	0.4120437916
175	0.4112052917
176	0.410386599
177	0.4097800866
178	0.4092131395
179	0.4084089964
180	0.4076421933
181	0.4067770885
182	0.4062141027
183	0.4053686093
184	0.4042594861
185	0.4035199483
186	0.4027548814
187	0.4020480621
188	0.4012571237
189	0.4007321138
190	0.3999991539
191	0.3993215316
192	0.3985929978
193	0.3981284117
194	0.3975034371
195	0.3968987343
196	0.39624669
197	0.3955910267
198	0.3952231285
199	0.3946246612
200	0.3939048082
201	0.3933761303
202	0.3928349568
203	0.3921666268
204	0.3917316046
205	0.3914388754
206	0.3906431932
207	0.389940164
208	0.3892200421
209	0.3883911035
210	0.3877845177
211	0.3872706584
212	0.3867164025
213	0.3863543486
214	0.3858440595
215	0.3855107136
216	0.3848986992
217	0.3841875516
218	0.3836129017
219	0.3830741736
220	0.382338695
221	0.3819045776
222	0.3812222114
223	0.3807965059
224	0.3803002773
225	0.3797785197
226	0.379258327
227	0.3786557515
228	0.3780073997
229	0.3774581811
230	0.3771040012
231	0.3764790266
232	0.3759634556
233	0.3754156064
234	0.3744986607
235	0.3740719526
236	0.3737812531
237	0.3730727709
238	0.3724629818
239	0.3720600666
240	0.371415774
241	0.3707793554
242	0.3703342829
243	0.3700238008
244	0.3696680069
245	0.3693364461
246	0.368769988
247	0.3683651411
248	0.3678570283
249	0.3672524966
250	0.3667439436
251	0.3662954966
252	0.3657686527
253	0.3653074656
254	0.3650577985
255	0.3643635481
256	0.3639851595
257	0.3631383945
258	0.3626284966
259	0.3620588841
260	0.3617834923
261	0.3613731433
262	0.3611579308
263	0.3606254871
264	0.3601453488
265	0.3598216619
266	0.3592962607
267	0.3586122562
268	0.358248515
269	0.3578540117
270	0.3571745555
271	0.3567096759
272	0.3560592456
273	0.3555697172
274	0.3549063756
275	0.3543922473
276	0.3540757008
277	0.3539868379
278	0.353432044
279	0.35285847
280	0.3523822931
281	0.3519730201
282	0.3514981148
283	0.3508836551
284	0.350461862
285	0.3501476875
286	0.3496194497
287	0.3492317444
288	0.3487337064
289	0.3483902613
290	0.3480298458
291	0.3475255233
292	0.3467565683
293	0.3462273524
294	0.3456832201
295	0.3453773107
296	0.3446822044
297	0.3444454976
298	0.3440855466
299	0.3437500978
300	0.343221371
301	0.3427921197
302	0.3424765758
303	0.3420602603
304	0.3415984129
305	0.3413331448
306	0.3408643771
307	0.3405350416
308	0.3399547186
309	0.3396033996
310	0.338983927
311	0.3386032642
312	0.3381474324
313	0.3375693101
314	0.3371558312
315	0.336500608
316	0.335925249
317	0.3355114766
318	0.3351270236
319	0.3347661923
320	0.3342883281
321	0.3340009298
322	0.3335693066
323	0.3330230713
324	0.3328346839
325	0.3322797433
326	0.331590897
327	0.3312541032
328	0.3307738426
329	0.3302823336
330	0.3299459555
331	0.3293418884
332	0.3289510776
333	0.3286426006
334	0.3283139009
335	0.3279041388
336	0.3273522793
337	0.3271291684
338	0.3269542792
339	0.3267833025
340	0.3264161623
341	0.325806202
342	0.3253441346
343	0.3251665066
344	0.3251439608
345	0.3246290256
346	0.3242655534
347	0.323848382
348	0.3235399051
349	0.3231939658
350	0.3228392968
351	0.3223283719
352	0.3221322573
353	0.3217613269
354	0.3212563197
355	0.3208058186
356	0.3205048977
357	0.3202005533
358	0.3197186543
359	0.3194671533
360	0.3190524272
361	0.3184957504
362	0.3181274121
363	0.3180155387
364	0.3177844806
365	0.3172642879
366	0.3170155256
367	0.3168803729
368	0.3166478964
369	0.3163828238
370	0.3163099044
371	0.3159208053
372	0.3155723963
373	0.3153811479
374	0.3150551625
375	0.3150451367
376	0.3148001402
377	0.3145470986
378	0.314337168
379	0.3139081613
380	0.3134132532
381	0.3132220782
382	0.312863032
383	0.3124394539
384	0.3119162535
385	0.3116956124
386	0.3112846277
387	0.3109736809
388	0.3104827343
389	0.3101144204
390	0.3100005419
391	0.3095986537
392	0.3092057888
393	0.3088843028
394	0.3086831264
395	0.3084905086
396	0.3079796571
397	0.307705977
398	0.3073663956
399	0.3070013095
400	0.3066524603
401	0.3063161801
402	0.3061658908
403	0.3057090808
404	0.3053948818
405	0.305032779
406	0.3048064892
407	0.3044278071
408	0.3041201371
409	0.3038721574
410	0.3035877423
411	0.3033652917
412	0.3030732473
413	0.3028347798
414	0.3023363994
415	0.3021605076
416	0.3016408285
417	0.3013613041
418	0.3008647821
419	0.3005376473
420	0.3003130204
421	0.2999847608
422	0.299657895
423	0.2994484779
424	0.2990844433
425	0.2987972162
426	0.298586283
427	0.2982728176
428	0.2979128422
429	0.2976231208
430	0.2972652973
431	0.296927232
432	0.2966485635
433	0.2965225073
434	0.2962235426
435	0.2959481753
436	0.2957222767
437	0.2954343649
438	0.2949556693
439	0.2945910723
440	0.2941566614
441	0.2939003431
442	0.2935879292
443	0.2933188218
444	0.2930842913
445	0.2928448457
446	0.2925584011
447	0.2921942442
448	0.2919652401
449	0.2916652239
450	0.2913256425
451	0.2910640179
452	0.290825746
453	0.2904042464
454	0.2901115173
455	0.2897487298
456	0.2892365333
457	0.2890392695
458	0.2887602097
459	0.288347391
460	0.2878512358
461	0.2875637152
462	0.2871513856
463	0.2867453159
464	0.2865346028
465	0.2861716197
466	0.2858385428
467	0.2856344076
468	0.2853590403
469	0.2849921691
470	0.2846834721
471	0.2844759623
472	0.2841750414
473	0.2837937673
474	0.283473724
475	0.2831014486
476	0.2827487603
477	0.2824363219
478	0.2820318173
479	0.2819449351
480	0.2816705948
481	0.2813609686
482	0.2812144451
483	0.2810355455
484	0.2807248433
485	0.2803757252
486	0.2800729947
487	0.2796584887
488	0.2793551714
489	0.2790704874
490	0.2788279607
491	0.2785174052
492	0.2779921507
493	0.2778069912
494	0.2775601852
495	0.277338517
496	0.2770117491
497	0.2765762133
498	0.2761938144
499	0.2760413243
500	0.27581479
501	0.2755388602
502	0.2752277912
503	0.2747930135
504	0.2745403143
505	0.2744630178
506	0.2741430723
507	0.2738332748
508	0.2734773587
509	0.2729831109
510	0.2727577992
511	0.2726179514
512	0.2722855348
513	0.2719716781
514	0.2717432364
515	0.2714666464
516	0.2712159768
517	0.2708396178
518	0.2705861361
519	0.2703147301
520	0.2700867775
521	0.2698393113
522	0.2696958444
523	0.2693320788
524	0.2690103482
525	0.2687996351
526	0.268460934
527	0.2681429936
528	0.2677729191
529	0.2675685394
530	0.2672933921
531	0.2669843772
532	0.2666669014
533	0.266378794
534	0.2661603292
535	0.2659855867
536	0.265822435
537	0.2655449158
538	0.2652533115
539	0.2651834243
540	0.2649447123
541	0.2647831257
542	0.2645552219
543	0.2640622212
544	0.2638742007
545	0.2636505518
546	0.2632819445
547	0.2629436591
548	0.2628274331
549	0.262387398
550	0.2620658385
551	0.2619384863
552	0.2616952505
553	0.2613581144
554	0.2611451516
555	0.2609682328
556	0.2608170876
557	0.2603172645
558	0.2600863041
559	0.2597864102
560	0.2594222289
561	0.259088883
562	0.258899004
563	0.2585853185
564	0.2583369231
565	0.2581267724
566	0.2579383606
567	0.2577679707
568	0.2574424255
569	0.257220146
570	0.257019043
571	0.2568877783
572	0.2567678843
573	0.2564269824
574	0.2561100691
575	0.2558967884
576	0.2555594811
577	0.255409094
578	0.2551874992
579	0.2549547049
580	0.2548269125
581	0.254575387
582	0.2542740748
583	0.2540844648
584	0.2537977512
585	0.2536371671
586	0.2534728662
587	0.2532013624
588	0.252966783
589	0.2526667668
590	0.2523052998
591	0.2521372086
592	0.2518131794
593	0.2516661913
594	0.2515708728
595	0.2513836592
596	0.2512373068
597	0.2510146361
598	0.2507554323
599	0.2504942478
600	0.2502316206
601	0.2500551664
602	0.249867317
603	0.2495326751
604	0.2494648664
605	0.2492234646
606	0.2488988974
607	0.2487981747
608	0.2484702086
609	0.2483579195
610	0.2483375745
611	0.2480657284
612	0.2476706872
613	0.2475236257
614	0.2471599334
615	0.2469003139
616	0.2466927553
617	0.2465588007
618	0.2463804636
619	0.2460722067
620	0.2458415887
621	0.2455689601
622	0.2455321092
623	0.2454193311
624	0.2451463112
625	0.245031797
626	0.2448970355
627	0.2447044666
628	0.2445409481
629	0.2443303573
630	0.2441204756
631	0.2438594622
632	0.2436741071
633	0.2434324362
634	0.2433079451
635	0.2430524337
636	0.2428459265
637	0.2426302005
638	0.2423464457
639	0.2420851879
640	0.2418960914
641	0.2416544694
642	0.2413940919
643	0.2411714945
644	0.2410761515
645	0.2408197599
646	0.2405710709
647	0.2404733805
648	0.2402912531
649	0.2400655013
650	0.239730835
651	0.2394278111
652	0.2391193586
653	0.2388307131
654	0.2386987148
655	0.2383820216
656	0.2382834997
657	0.2379983022
658	0.2378557401
659	0.2376948381
660	0.2375045189
661	0.2372524555
662	0.2370472199
663	0.2367945206
664	0.236566568
665	0.2363773982
666	0.2362607076
667	0.2360438322
668	0.2358837617
669	0.2356821207
670	0.2354976214
671	0.2353953337
672	0.2352702067
673	0.234962659
674	0.2347736848
675	0.2346886366
676	0.2345836346
677	0.2343185131
678	0.2340758886
679	0.233906428
680	0.2335314628
681	0.2332935089
682	0.2329406738
683	0.2326851625
684	0.23247017
685	0.2323355063
686	0.2320860594
687	0.2317808102
688	0.2315212641
689	0.2312102929
690	0.2309826582
691	0.2305799631
692	0.2303429383
693	0.2301462125
694	0.2300439737
695	0.2297436152
696	0.2296581757
697	0.2294318859
698	0.2293199148
699	0.2291711661
700	0.2290131251
701	0.2287083161
702	0.2285634554
703	0.2283571194
704	0.228113639
705	0.2279152014
706	0.2276604237
707	0.2275694089
708	0.2271282
709	0.2267615979
710	0.226645543
711	0.2263426658
712	0.2261796364
713	0.2258982047
714	0.2258193187
715	0.2256879073
716	0.225388478
717	0.2251784496
718	0.225127538
719	0.2248538824
720	0.2246166865
721	0.2244115487
722	0.2242235037
723	0.2241134154
724	0.2238220802
725	0.2236166245
726	0.2233351194
727	0.2231130845
728	0.2229721363
729	0.2228758885
730	0.2225869008
731	0.2224375407
732	0.2223180135
733	0.2220854148
734	0.2217830022
735	0.2216664583
736	0.2214735471
737	0.2213376363
738	0.2211875916
739	0.2209270184
740	0.2207920612
741	0.2206413073
742	0.2204725803
743	0.2202623807
744	0.2201946943
745	0.2199574495
746	0.2196227587
747	0.2194704154
748	0.2191809141
749	0.2189616179
750	0.2187485817
751	0.2184520135
752	0.2182950729
753	0.218069101
754	0.2178499515
755	0.2176884382
756	0.2174865527
757	0.2173429147
758	0.2170331906
759	0.2168962038
760	0.2166647789
761	0.2165041703
762	0.2163242927
763	0.2160321994
764	0.2157747807
765	0.2156054179
766	0.2153642606
767	0.2152080047
768	0.2149326129
769	0.2146959794
770	0.2145735178
771	0.2142212697
772	0.2141122573
773	0.2140039053
774	0.2138264485
775	0.2136926406
776	0.213621653
777	0.2135129097
778	0.2132903368
779	0.2129947222
780	0.2129244193
781	0.2126882504
782	0.2125254655
783	0.2123065606
784	0.2121325762
785	0.2119410099
786	0.2117349918
787	0.2115558233
788	0.2114517505
789	0.2112508431
790	0.2110242599
791	0.2108817712
792	0.2107612414
793	0.210442274
794	0.2102445456
795	0.210137245
796	0.2097758758
797	0.2096119661
798	0.2095021957
799	0.2093598781
800	0.2092396907
801	0.209041033
802	0.2088600061
803	0.2085788922
804	0.2084130996
805	0.2081962977
806	0.2080204793
807	0.2078371782
808	0.2075705406
809	0.2073823244
810	0.2071005992
811	0.2068181405
812	0.206692769
813	0.2064118508
814	0.2062451289
815	0.2059605427
816	0.2057031729
817	0.2054427709
818	0.2053976793
819	0.2053192334
820	0.2051948401
821	0.2049623147
822	0.2047880613
823	0.2046627509
824	0.2045476009
825	0.2042948527
826	0.2041258567
827	0.2039129917
828	0.2037278444
829	0.2034834348
830	0.2032232285
831	0.2031080784
832	0.2029871085
833	0.2027493012
834	0.2026729095
835	0.2024148917
836	0.2021342791
837	0.2020998001
838	0.2019030742
839	0.2018185395
840	0.2016778359
841	0.2014289269
842	0.2012360891
843	0.2010665429
844	0.2008848435
845	0.2008061898
846	0.2006764656
847	0.2004759251
848	0.2002744186
849	0.2001551359
850	0.1999890132
851	0.1998155423
852	0.1996042423
853	0.1994926746
854	0.1993552721
855	0.199088659
856	0.1989218149
857	0.1987578563
858	0.198679276
859	0.1984064151
860	0.1983329333
861	0.1981399732
862	0.1980355458
863	0.197866611
864	0.1976628304
865	0.1974721566
866	0.1973413565
867	0.1971382483
868	0.1970549119
869	0.1968403963
870	0.1964680598
871	0.1962515391
872	0.1960136462
873	0.1958294526
874	0.1956778306
875	0.1954502326
876	0.195363436
877	0.1951658053
878	0.195122083
879	0.1948275199
880	0.194723166
881	0.1947020139
882	0.1946130899
883	0.1943644499
884	0.194129626
885	0.1938507251
886	0.1936451594
887	0.1934300692
888	0.1931581375
889	0.1931017729
890	0.1929416901
891	0.1927915964
892	0.1926034903
893	0.1924070334
894	0.1921886297
895	0.1921623181
896	0.1919382046
897	0.1918431429
898	0.191666921
899	0.191443859
900	0.191304916
901	0.1911210158
902	0.1909741744
903	0.1908442424
904	0.190738299
905	0.1905717727
906	0.1905049789
907	0.1904064814
908	0.1903497011
909	0.1902876878
910	0.1901457371
911	0.1900409552
912	0.1898906414
913	0.1898269653
914	0.1895765769
915	0.1895082058
916	0.1894163963
917	0.189270313
918	0.1890294368
919	0.1888739513
920	0.1887117533
921	0.1885420726
922	0.1882901314
923	0.1880170627
924	0.1878867883
925	0.1876354095
926	0.1874710719
927	0.1874010257
928	0.187169613
929	0.1870235541
930	0.1868227934
931	0.1865928601
932	0.1865360798
933	0.1864274343
934	0.1861795034
935	0.186042969
936	0.1858005524
937	0.185665314
938	0.1855623661
939	0.1854055845
940	0.1851547437
941	0.1848792663
942	0.1847175696
943	0.1845776118
944	0.1843309892
945	0.1842518342
946	0.1840605614
947	0.1839161408
948	0.1837239388
949	0.1835520573
950	0.1833420778
951	0.1832277102
952	0.1831316703
953	0.1830096489
954	0.1828483924
955	0.1827051578
956	0.182548902
957	0.1823430673
958	0.182267837
959	0.1820450318
960	0.1817462139
961	0.1816116235
962	0.1815486566
963	0.181479992
964	0.181360905
965	0.1812248964
966	0.1810658039
967	0.1808655079
968	0.1806642337
969	0.1806216362
970	0.1805270635
971	0.1803537026
972	0.1801253221
973	0.1799236933
974	0.1797028566
975	0.1795593898
976	0.1793121925
977	0.1790917714
978	0.1788016588
979	0.1786672397
980	0.1785799051
981	0.1783647782
982	0.1781269587
983	0.1780070769
984	0.1779401119
985	0.1778137011
986	0.1777768257
987	0.177718187
988	0.1776412084
989	0.1774168137
990	0.1773654253
991	0.1771533917
992	0.1769949351
993	0.176846223
994	0.1766535563
995	0.1765048565
996	0.1764888397
997	0.1763374989
998	0.1760489635
999	0.1758586932
